0.58 2.25 6.5 12.21 15.24
15.41 20.3 17.09 13.61 5.99
0.52 -1.76 3.26 -0.04 6.05
8.66 15.46 15.4 19.94 18.94
13.37 9.75 -0.38 -1.26 -5.17
-2.95 3.3 6.87 13.97 16.92
17.41 16.38 11.51 4.72 2.04
1.74 0.67 -1.67 3.71 6.21
12.85 12.5 18.9 15.98 13.96
10.12 3.33 -2.86 -5.05 -4.4
0.58 5.18 13.85 16.44 17.51
17.01 14.46 8.95 2.28 -0.36
1.54 3.24 0.96 7.67 15.3
15.06 19.15 17.54 11.69 7.7
1.87 -1.34 -1.63 1.74 3.06
10.04 12.12 15.45 18.95 16.4
14.38 7.52 6.26 0.15 0.61
-0.7 5.85 6.68 10.02 14.83
18.7 17.42 13.74 8.15 1.4
-4.67 -0.35 0.95 1.05 7.73
11.1 13.93 18.5 16.43 13.53
8.4 6.32 -1.96 -6.44 -13.42
0.47 3.16 14.32 14.49 17.94
18.17 14.74 10.31 4.51 2.22
0.65 -0.33 3.13 9.24 12.96
19.01 17.57 16.45 13.2 8.93
4.99 -1.08 -1.23 -2.8 -1.09
4.88 16.84 16.09 18.28 16.25
10.91 6.83 2.69 0.08 -0.18
-3.58 -1.19 7.79 14.48 14.92
20.35 19.26 15.42 9.3 3.87
-0.07 -6.13 -1.44 3.97 5.8
12.54 15.48 19.65 17.13 13.75
9.03 1.98 -5.05 -0.15 1.08
4.85 10.9 15.18 17.71 19.5
17.87 16.22 9.88 4.72 2.31
-2.95 0.52 1.64 8.05 10.93
18.96 17.93 18.08 14.4 9
4.22 -0.21 1.91 -2.2 4.16
6.69 14.29 17.36 19.82 16.49
13.37 5.8 2.89 1.07 -5.23
0.14 2.65 8.25 17.2 18.35
18.25 18.7 14.73 9.75 2.91
-2.26 -0.63 0.12 6.44 5.24
11.85 16.48 18.33 19.8 14.44
9.39 6.45 -3.23 1.49 2.43
1.3 9.32 11.27 17.87 19.15
NA NA NA NA NA
-11.2 -10.89 0.07 7.89 12.43
18.93 18.8 15.1 12.65 7.29
5.16 -3.16 -7.78 -1.97 1.86
5.3 10.36 17.25 19.62 16.24
12.07 7.19 -0.32 0.96 -9.01
-6.59 -2.23 6.76 12.9 15.29
16.94 20.17 16.44 10.26 2.52
1.8 -3.03 2.33 5.12 9.39
13.28 16.48 18.74 19.62 14.62
10.11 2.69 -0.94 2.26 -0.51
0.69 7.67 12.05 15.9 19.87
20.85 14.62 9.47 3.83 -1.43
NA NA NA NA NA
NA NA NA NA NA
NA NA -1.66 0.94 2.41
9.52 15.6 16.68 20.21 17.34
14.13 5.12 2.33 -3.19 -7.06
-9.79 0.97 9.17 15.84 19.02
19.09 17.5 17.18 6.71 4.87
1.15 1.2 -1.41 3.62 10.83
14.5 16.63 17.19 18.07 14.93
8.66 3.77 0.04 -0.18 1.18
0.26 9.49 14.57 14.64 18.2
17.05 16.11 9.35 3.97 2.85
-3.95 1.59 3.61 8.08 15.72
17.79 18.15 18.33 13.3 7.78
3.9 -1.07 -0.91 0.44 0.73
7.9 11.79 17.77 18.26 19.45
14.78 6.84 6.45 2.49 0.38
-0.22 -1.23 9.88 11.58 15.49
18.21 18.65 11.72 6.84 2.13
-1.97 -1.28 -1.11 3.55 10
13.75 19.34 19.74 16.85 13.71
10.66 3.71 0.24 -5.67 -8.21
2.23 5.34 13.78 18.98 16.27
17.5 14.62 9.03 2.48 2.69
-3.47 -3.31 -0.71 5.36 11.05
