-0.5 2.1 2.6 9.2 12.9
17.3 16.5 18.4 15.1 10.1
4 -0.7 -3.7 0.1 -0.1
6.5 12.1 17.9 16.5 17.8
14.7 8.3 0.8 -6.5 -2.4
-0.9 2.1 9.7 11.4 16.9
18.7 17.3 14.4 7.1 3.8
2.2 -5.9 -1.2 1.4 5
13.3 15.9 19.1 16.4 12.3
5.5 4.8 0.5 1.2 1.9
6.7 8 12.5 15.3 19.1
16.6 15.3 7.5 3.1 -0.6
-1.6 0.7 -2.2 5 12.4
17 18.5 16.3 14.1 9.1
4.3 0.7 2.2 2.7 3.2
5.3 12.9 14.9 19.8 17
16.3 8 0.3 2.1 -2.6
1.9 3.4 9.9 11.5 18.7
18.7 15.2 13.7 8.6 1.8
-0.5 -1.2 -4.7 -0.9 9.9
14.6 16.2 17.6 18.1 15.6
8.2 5.2 0.9 -2.7 -0.9
1.6 8 12.1 15.4 19.6
16.8 14.1 6.9 4.2 0
-2.9 -3.1 -1.2 6.9 13.3
17 16.5 16.5 13.1 7.6
2.8 1.2 -3.7 -2.3 -0.5
8.5 18 20.8 18.4 16.8
11.3 9.5 4 -3.1 1.5
-1.7 5.4 9 15.4 15.6
17.4 19.3 13.9 7.8 3.2
-6.1 -4.1 -0.7 3.4 6.2
14.8 15.8 18.2 16.4 14.2
10.5 2.9 1.8 -2.9 0.5
1.1 7.4 12.9 17 17.8
19.9 15.8 7.6 1.6 -1.9
-9.5 0 3.4 7.6 12.7
17.3 19.2 17.3 12.6 10.7
2.1 0.6 -2.9 1.2 4.7
10.3 13.3 15.3 19.6 16.5
11.2 8.1 4.3 0.5 -3.1
-5.4 0.9 8.9 14.7 17.8
19.7 17.9 14.9 7.4 3.2
-1.5 -2.1 0 5.2 6
11.8 18.9 19.6 16.7 13.4
10.2 0.8 -1.2 -4.3 -1.3
4.8 8.2 13.3 18.2 17.9
18.6 13.1 7.5 2.3 0.4
1.4 1.5 3.9 7.6 14
16.7 15.8 18.7 13.4 7.2
4.6 2.9 1.4 1.6 2.5
8.2 12.7 15 19.1 16.8
13.3 7.9 6.4 -3.7 -1.2
0.2 0.4 7.1 12 17.5
20.5 18.6 14.2 9 4.9
2 -4.6 -6.1 1.4 8.4
15.1 17.6 20.7 18.3 13.6
10.7 3.5 0.9 2.9 -1.2
2.8 5.8 10.6 16.7 16.2
15.4 12.3 7.1 -0.2 -4.2
-0.9 3.2 5.9 6.1 14
16.7 18 16.7 14.1 9.2
4.3 -1.1 -1.4 0.7 1.9
8.8 12.2 16.4 19.4 17.4
13.3 8.3 2.8 1.8 -2.7
1.1 3.7 5.7 14.1 19
19.1 17.9 13.4 5.6 3.9
1.2 0 1 2.8 10.2
16.3 16.6 18.9 17 13.3
8.6 6.6 -3.1 -1.9 -2.6
2.6 6.7 14.8 17.1 16.8
16.3 13 13.2 1.5 -0.6
-1 1.4 2.8 6.4 14.7
18.2 19.6 16.5 12.5 7.6
0.4 -2.6 -2.4 -4.2 0.9
7.2 11.4 17.1 17.2 17.8
14.7 10.8 1.9 1.1 1.3
2.8 3.4 8.4 14.2 19.2
17.6 17.4 12.8 7.4 1.9
1.9 -0.1 -0.3 3.8 8.1
14.6 16.5 19.5 20.2 15.2
8.5 4.6 1.2 -4.9 0.2
5.8 7.1 11.9 17.1 20.2
16 9.7 6.4 2 2.6
-1.8 0.4 5.9 8.4 13.1
16.4 17.1 16.9 13.2 8.8
6 2.2 -3 3 4.7
10.1 13.1 17.7 20.5 18.1
13.4 7.7 3 3.2 -0.2
1 -0.1 8 14.2 19
18 16.6 12.7 6.2 2.1
2 2.2 -0.3 4.2 8.8
13.1 14.7 18.1 16.5 12.6
8.2 5.2 2.6 -3.2 -5.1
-1.7 5 15 20.6 19.1
18.4 15.2 9.5 5.2 -1.1
0 0.8 3.7 12.9 14.4
14.4 17.8 16.9 14.2 10
2.9 1.3 0.2 -0.7 2.9
7.2 11.3 16.1 16.6 16
15.5 7 -1.7 -0.8 0.58
2.25 6.5 12.21 15.24 15.41
20.3 17.09 13.61 5.99 0.52
-1.76 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA -8.2 1.8 4.5 8.5
12.7 16.4 18.3 17.2 12.7
10.5 2.4 0.8 -1.5 2.4
5.3 10.1 12 14.5 19
15.5 11.1 7.7 5 0.3
-3.5 -5.3 1.9 9 13.5
16.6 18 17.8 15.7 7.5
3.9 -0.9 -0.7 0.2 5.8
6.5 11.5 17.8 17.9 15.2
12.9 10.1 0.9 -0.9 -3.9
-0.1 5.1 7.8 11.3 18
16.4 17.8 12.7 7.3 2.6
1.8 2.7 1.7 3.6 7.4
12.4 15.9 14.4 18.3 13.6
7.7 4.7 3.9 2.4 2.4
2.8 7.8 12.1 14.8 18
16.8 12.6 8.2 7.2 -3.7
0.1 0.5 0.7 6.6 12
16.4 19.2 17.2 14.2 9.1
4.7 2.7 -4.1 -3.7 2.5
8.3 13.6 16.2 19.5 17
13.4 10.2 3.1 0.9 3.3
-1.9 3.2 6.9 9.6 16.2
15.6 14.4 11.9 6.8 0.8
-2.6 0.6 4.1 6.3 5.4
13.6 15.7 17.1 15.8 13.7
9.4 4.2 -1.3 -1.2 0.9
3.1 8.8 12.5 15.7 18.9
17.1 12.4 8.3 3.8 2.7
-1.4 2 4.5 5.5 13.5
18 18.3 16.7 12.9 4.8
3.2 1.2 1.2 1 2.6
9.2 14.6 15.8 17.8 16.8
13.3 9.3 6.7 -2.7 -0.6
-1.5 2.9 6.3 13.8 15.5
14.7 15.5 13.1 12.1 2.4
0.8 -1.2 1.7 2.7 5.8
13.7 17.9 18.1 15 12.6
8.9 0.9 -1.8 -1.5 -2.7
1.3 7.5 11 15 16
16.6 13.3 10.8 1.7 1.8
1.6 2.7 3.7 7.8 13.5
18.3 16.1 16.2 12.5 8.5
1.9 2.2 0.1 1.5 4.2
8.2 14.3 16.1 19.7 19.9
14.9 8.7 4.7 2.1 -3.4
1.4 5.9 7.4 11.8 16.3
19.6 14.8 9.6 6.7 2.7
3.9 -0.9 1.6 6.3 9
13.4 16 16.1 15.8 13.1
9.4 6.6 2.6 -2.6 3.8
4.9 10.3 11.7 15.8 19.2
18.1 13.1 8.1 3.4 3.6
-0.1 0.8 0.9 7.3 13.7
18.5 17.3 16 12.1 6.1
2 2.4 3.5 0.5 3.7
9 13.3 13.8 16.6 16.4
12.3 8.3 4.6 2.1 -2.9
-4.2 -0.8 5.3 15.5 20.2
18.3 17.7 15.1 8.2 5.5
-1.5 0.7 1.6 4.1 10.8
14.7 13.6 17.4 16.1 13.4
8.8 2.7 3.5 0.6 -0.1
3 6.3 11.6 16 15.8
16.6 15.8 6.8 -0.9 -0.1
1.7 3 7 10.5 14.7
15.1 18.8 15.9 13.2 6
0.5 -0.3 -13 -0.1 3.8
11.1 13.8 19.6 19 17.4
12.5 9.3 2 0.3 -5.3
-0.4 -0.6 5.9 14.5 16.2
16.8 16.1 12.1 7.2 2
-6.3 -11.7 -0.4 -1.6 7.2
14.9 18.8 18.8 18.9 11.6
7.3 2.4 -0.3 -5.1 -2.3
1.2 9.5 10.6 15.9 17.7
17.7 13.1 10.4 3.2 -0.4
-0.3 -2.2 -1.1 3.3 13.3
18.6 19.2 18.4 13.8 6.8
3.1 2 -1.1 -3.2 -3.5
3.6 12.8 18.4 18.9 17.4
13 8.8 0 -5.3 -3.2
-2.8 0.8 6.2 15.1 15.9
19.8 17.5 12 8.8 -0.2
-0.1 -6.6 -11.4 0.3 5.5
12.6 18.9 19.1 17.8 11.8
10.3 0.5 -9.3 -1.4 -2
-1.9 8.8 12.4 17.8 17.1
15.9 12.8 8.7 -1.7 -0.7
-3.6 -4.9 0.4 7.5 11.9
17.3 18.3 18.5 13.5 10.3
0.5 1.3 -5.3 -8.1 -1.2
5.3 13.3 18.4 20 18.8
13.7 9.8 -2.6 -3.3 -1.1
0.8 3.7 7.1 14.2 18.1
20.5 20.4 11.9 8.5 2.1
-4.3 -1.3 -3.6 -1.2 7.8
14.1 18 17.6 17.5 14.2
5.9 0.6 -4.3 -9.3 1.2
3.7 4.7 10.6 19.9 20.9
18 12.9 7.6 3.4 -1.8
-6.8 -5.5 3.1 7.6 15
17.1 18.3 17.8 14 9.2
-0.6 -6.8 1.4 1.2 3.2
6.6 13.9 17.7 17 18.7
14.9 9.8 3.7 -0.4 -6.1
-1.5 3.6 5.1 7.9 17.8
16.4 15.3 12.9 6.6 -0.3
-6.4 -2.3 -9.1 -1.6 7.1
16.4 13.6 21.6 16.6 12.8
7.7 3.6 -0.4 1 -0.3
1.6 9 11 20.6 17
16.7 16.5 5.6 1.7 -1.2
-2.7 1 -2.2 6.3 10.7
15.8 17.3 17.4 12.7 8.2
0.2 -4.2 -4.6 0.2 1.9
7.8 15.4 18.8 20.5 19.8
15.1 8.7 0.6 1.1 -4.1
2.3 1.2 9.5 15 15
18.6 17.4 14 7 1.6
-0.8 -3.9 -11.3 -1.4 6.8
13 15.6 19.1 17.1 11.9
7 3.8 -7.9 -9.3 -7.2
2.5 5.2 9.2 15.8 19.3
17.5 11.8 3.8 1.5 -5.7
-1.9 -3.3 2.5 10.3 17.7
17.3 19.1 16.6 14.5 10.7
6.1 -0.5 0.7 -2.7 3.3
5.4 10.6 17.4 19.8 18.6
12.9 8.5 3.7 0.8 -1.2
-1.5 0.6 8 9.2 17.2
20.4 16.9 15.5 9.3 0.1
-1.6 -3.5 -6.9 -2.3 4.9
13.1 20.6 19.2 18.8 12.3
4.6 -0.6 -6.1 -6.6 -0.5
3.3 9.4 9.3 18.6 18.8
18.2 12.7 7.9 -2.1 -5.1
-1.5 -1.1 -0.2 5.2 11.4
18.4 18.7 18.1 10.1 6.3
4.1 -2.4 -3.2 -0.4 1.2
9.3 12.6 17 16.3 18.2
15.1 9.7 3.6 -1.6 -4.4
-0.8 -1.3 6.3 12.7 18.2
16.8 17.2 14.8 7.1 0.2
-8.3 -4.2 -3 0.3 9.6
11.8 17.5 20.1 17.8 14.1
6.2 2.8 -0.4 -7.7 -3.3
-0.4 4.4 13.6 16.4 19.2
16.5 12 4.5 3.1 -1.3
0.1 0.3 6.2 8.8 13.5
15.8 20.3 16.7 15 6.4
1.7 -2.1 -4.1 -1.9 -3
5.3 12.5 18.1 19 16.6
13.5 8.1 3.3 -0.8 0
1.7 2.2 4.9 12.8 15.8
19.7 16.3 14.5 7.1 -0.1
1.4 -4 -0.2 2.2 9
11.6 18.4 19.7 15.3 13.4
8.4 0.4 -2 -2.1 -5.7
-2.4 10.9 14 16.2 17.4
17.6 15.8 7.6 4.9 0.9
-2.5 -2.7 0.2 9.1 12.2
15 19.3 16.3 14.7 6.9
3.7 -2.3 -6.1 -5.4 -1.4
7.3 13.4 15.8 16.9 16.3
13.3 8.3 1.3 -1.2 -5.7
-3.3 -2.6 8.3 17.7 19.7
18 17 10.8 10.3 3.6
-5.3 0.6 -3.6 4.4 11.2
15.2 15.5 18.6 20.2 13.4
7.1 3.3 -8.5 -4.3 -3.6
2.5 6.2 14.5 15.5 17.7
17.2 14 10.8 1.3 -0.2
-4.1 -1.5 1.2 7.5 13.5
17.3 16.7 19.8 16.5 8.3
0.6 -3.1 -12 -1.1 2.7
6.3 12.4 16.3 18.2 17.1
12.8 11.2 1.7 -0.5 -4.6
0 4.9 10.2 13.8 15
19.4 17.3 11 7.9 3.8
-1.7 -2.2 -6.4 0.4 9.2
14.6 17 19 17.6 14.6
8.9 2.9 -3.1 -3.5 -1.1
4.9 6.6 12.3 18.9 20
16.3 13.3 12.1 0 -1.9
-5 -2.1 4 8.5 13.9
17.2 18.2 18.5 13.3 7.5
1.5 -1.3 0 -0.2 2.5
7.1 14.3 16 16.2 18
13.1 6.7 5.3 2.4 0.3
0.2 2.4 8.5 12.5 14.4
18.6 15.7 13.7 7.8 5.7
-3.8 -2.4 0.1 -0.6 7.1
12.2 16.8 19.7 17.5 13.9
9.7 4.7 1.3 -5.5 -5
1.4 8.1 14.2 17.5 19.1
17.1 12.4 9.9 3 1.4
1.4 -1.7 2.1 5.1 9.8
15.5 16.5 16 12.3 6.3
-0.9 -5.5 -2.1 2.5 6.1
6 13.8 15.4 17.1 16.8
14.1 8.6 3.4 -1.5 -3.6
0.1 0.3 6.6 10 15.3
19.1 17.4 11.9 8 1.6
0.5 -5.7 0.8 2.6 6
13.8 18 19.2 18 13.2
4.6 3.8 -0.6 -1.3 -0.6
2.2 9.2 15.5 15.6 19.7
16.5 12 7.7 6 -4.1
-4.9 -5.1 0.6 5.7 14.8
15.8 16 15.5 12.7 12.6
1.3 -2.5 -2.1 0.3 2
6.4 13.7 17.4 18.5 16.5
11.6 6.5 -0.5 -2.9 -3.3
-6 1.5 6.4 11.2 16.3
17.4 17.3 14.3 10.6 1.6
1.1 0.5 2.7 3.4 8.5
13.8 17.9 17.6 16.6 12.1
7.3 2.2 2.4 -0.5 -3
3.4 7.7 13.8 16 18.8
18.7 14 8.5 4.7 0.7
-7 -1.3 5.3 5.7 11.3
17.5 18.8 15.9 9.1 5.4
1 2.3 -3.2 -1 5.3
8 12.3 15 16 15.4
13 8.9 4.9 1.8 -5
1.2 4.2 9.4 13.4 16
19 17.3 12.2 6.7 0.9
2.8 -1.4 -0.4 -0.8 8.3
13.5 18 17.9 16.7 12.1
6.6 1.3 1 1.4 -0.4
3.5 8.8 12.9 15.7 17.9
16.2 12.1 7 4.3 0.6
-4.7 -6.5 -3 5.1 14
20.5 18.3 19.9 14.7 9.6
5 -2.2 -1.1 -1.2 1.9
13.2 13.5 14.1 18.4 16.7
14 10 2.2 -1.1 -1.4
-1.6 1.5 7.2 10.7 15.9
16.7 15.5 15.6 6.8 -3.4
-1.9 -1.8 0.7 4.9 12.5
15.5 15.4 20.4 17.2 13.5
4.1 0.1 -2.8 -8.65 2.72
5.33 11.25 13.93 19.08 19.17
18.42 13.64 10.75 3.57 -0.5
-2.74 3.33 2.94 7.83 14.63
17.57 17.85 16.91 13.69 8.77
1.83 -1.26 -6.16 3.55 0.86
9.43 13.87 17.89 18.47 18.44
13.07 7.9 5.61 0.94 -0.26
-0.3 3.58 10.37 10.78 16.83
17.63 17.97 12.53 11.43 1.14
0.76 2.31 2.21 1.46 5.59
14.82 17.86 21.06 19.13 14.91
8.83 6.5 4.2 1.56 -1.6
-2.1 5.72 12.96 17.49 19.73
18.48 14.67 9.35 2.95 -5.63
-1.06 0.03 4.02 8.43 14.82
16.12 19.52 17.39 14.07 9.55
1.56 2.57 -2.72 -6.56 2.22
6.99 12.71 17.91 18.6 18.63
13.53 11.9 3.98 -5.92 -0.39
2.37 1.52 10.79 13.56 17.73
17.17 18.82 13.8 10.2 0.55
0.23 -2.9 -3.12 3.5 8.95
13.97 18.13 19.69 20.01 15.38
12.5 1.44 1.7 -3.33 -5.18
2.03 8 12.63 20.03 18.58
18.24 16.58 9.68 -2.97 0.77
0.73 2.46 7.16 8.82 14.14
18.09 22.66 21.14 13.91 10.62
3.06 -2.75 1.3 -1.41 2.05
8.63 14.75 18.12 16.8 17.7
14.33 8.05 1.19 -0.96 -5.13
2.52 5.55 6.85 11.99 19.27
19.84 20.11 14.66 10.02 5.22
-0.5 -2.22 -0.21 6.29 11.26
16.28 16.89 19.24 18.03 15.28
11.39 4.8 0.37 2.74 2.72
5.47 9.18 14.5 17.73 18.07
20.38 15.17 11.24 5.24 2.71
-7.4 0.03 5.73 6.57 10.84
17.76 17.58 16.74 14.67 7.98
2.39 -4.66 -0.3 -6.21 -0.07
10.35 18.03 15.34 22.22 18.05
15.9 9.78 5.54 0.36 3.43
4.13 3.39 11.08 11.42 19.8
17.88 17.13 17.29 7.54 4.58
2.24 -0.97 4.12 1.96 9.36
13.45 17.3 18.17 19.37 15.71
9.58 2.74 -0.98 -1.01 4.37
4.81 8.77 18.93 20.11 21.31
21.73 17.54 10.56 2.49 4.53
-1.65 4.94 2.12 11.73 15.32
14.94 20.56 17.28 16.1 7.37
3.81 0.86 -0.92 -5.2 0.53
7.76 15.04 16.92 20.63 17.3
13.11 8.43 4.56 -4.8 -6.21
-2.49 5.11 8.02 10.92 14.6
19.57 19.28 15.62 6.6 1.45
-5.73 -1.5 1.37 5.29 10.65
15.39 16.9 20.29 18.1 16.53
11.28 6.86 2.94 2.08 0.14
5.29 8.33 11.58 17.53 21.48
20.5 14.37 11.1 4.6 0.54
0.55 0.18 3.79 10.09 10.84
17.57 22.48 17.78 17.43 9.63
1.34 -1.03 0.67 -5.5 0.54
7.96 14.98 20.14 19.48 20.96
14.48 6.91 2.77 -2.15 -3.5
0.63 5.01 11.04 10.48 18.9
19.87 19.51 13.92 10.93 0.66
1.93 1.98 2.67 2.67 7.23
11.52 20.3 19.62 19.91 12.19
7.71 5.9 0.65 -0.46 2.54
3.88 10.2 14.74 18.26 18.02
19.16 16.62 10.73 3.32 -0.93
-1.85 1.67 2.3 7.69 12.44
18.27 17.02 19.49 16.43 8.93
1.27 -8.62 -1.87 -1.07 3.85
10.61 12.29 17.34 19.96 17.71
15.46 9.71 4.65 4.21 -5.01
0.18 3.29 6.17 13.75 16.58
20.44 18.45 12.98 5.91 4.59
1.31 0.64 1.77 7.82 8.94
13.55 15.49 19.26 16.46 15.26
9.95 4.73 0.96 -0.65 2.39
-0.7 6.7 14.54 18.24 18.6
17.85 14.98 9.71 4.73 1.12
3.26 2.48 5.17 6.62 14.7
14.78 19.89 18.12 15.53 8.65
2.32 2.72 -2.44 2.16 3.79
11.78 13.23 20.15 19.83 16.96
14.98 9.11 3.74 -0.42 -1.02
-0.96 0.74 10.7 14.92 16.52
19.31 19.35 16.88 10.41 5.25
1.55 -4.76 -0.76 2.14 9.18
12.07 16.81 21.64 17.94 14.82
7.19 4.59 -0.45 -2.41 -1.12
2.72 7.92 15.24 17.86 17.23
17.39 13.95 8.14 2.77 0.89
-1.79 -1.24 0.8 9.07 18.44
20.57 18.85 17.98 12.35 9.59
2.84 -2.03 2.18 -1.99 5.54
8.91 15.8 15.93 17.94 19.73
14.09 8.52 3.52 -4.05 -4.4
-0.98 4 6.21 15.79 16.79
18.31 17.3 14.92 10.57 2.68
2.24 -0.77 1.16 1 8.33
13.87 18.17 18.35 21.47 16.1
8.28 2.41 -1.58 -7.83 2.28
5.05 9.43 13.75 17.74 19.65
18.52 14.07 11.27 2.76 0.5
-2.75 2.54 5.08 11.28 13.54
16.07 19.82 17.83 12.34 9.54
5.11 0.85 -4.22 -6.36 2.11
9.58 13.4 17.51 20.28 18.36
16.38 8.45 4.99 0.29 -2.66
0.43 5.68 7.08 12.22 18.26
19.13 16.67 14.63 10.1 2.39
-0.74 -0.98 1.44 6.31 8.85
12.51 18.59 18.54 18.76 13.95
7.55 2.45 1.3 1.49 2.07
5.26 9.71 14.42 17.14 17.2
20.35 15.09 9.92 5.97 3.19
2.32 1.65 3.51 9.04 12.97
16.42 18.86 17.7 14 8.36
6.44 -4.51 0 1.66 1.04
7.5 12.32 18.11 20.31 19.05
15.64 9.51 6.23 2.45 -4.48
-4.43 2.79 9.01 14.98 18.34
20.12 18.28 14.31 10.46 3.18
1.72 3.88 0.35 4.34 8.66
10.74 17.42 17.8 17.13 13.9
7.94 0.72 -4.22 -0.53 4.29
6.74 6.52 14.68 16.76 18.36
18.08 14.37 10.19 5.54 -0.28
-0.64 2.08 4.52 10.23 13.61
17.32 21.04 19.41 13.67 9.27
3.87 2.86 -2.13 2.08 6.04
7 13.91 19.04 20.53 18.42
14.39 5.61 4.2 2.06 1.31
1.45 3.52 10.06 15 16.73
19.62 18.41 13.7 9.45 7.15
-1.73 -0.35 -0.2 3.33 7.09
15.62 17.77 16.71 18.82 14.14
12.76 2.49 1.82 -2.4 2.14
3.75 7.16 16.19 19.14 19.46
16.66 13.36 8.66 1.07 -1.15
-1.67 -1.94 2.75 9.22 12.65
16.84 17.41 18.97 14.92 10.55
3.02 1.4 1.89 3.05 4.53
8.55 14.34 18.52 17.63 17.54
12.95 9.52 3.13 3.09 -0.66
1.54 4.88 9.06 14.63 17.78
21.64 21.34 15.86 9.07 5.28
2.69 -3.55 1.72 6.7 7.96
13.73 17.88 19.93 16.15 10.09
7.21 2.36 2.74 -1.03 0.96
7.13 9.32 13.98 16.71 16.48
16.5 13.88 9.03 6.8 2.9
-3.43 0.31 5.61 10.76 13.31
16.6 19.42 18.92 13.8 9.36
4.7 2.46 1.21 1.33 2.41
8.45 15.15 19.89 18.85 16.57
12.76 7.68 2.08 4.06 4.47
1.21 6.83 9.79 15.44 15.06
18.29 17.71 13.59 9.57 5.17
3.77 -2.38 -4.78 0.94 5.46
16.39 21.16 20.21 19.35 16.21
9.24 5.4 -1.24 1.15 2.04
5.1 11.43 15.73 15.69 18.88
18.18 15.64 9.19 3.35 4.1
1.68 -0.18 4.23 6.94 11.81
16.77 16.82 18.29 16.95 7.6
1.28 0.97 2.69 2.43 6.78
11.77 15.68 16.29 19.88 17.53
14.7 6.58 1.14 1.25 -10.6
2.3 5.4 11.5 13.4 19.1
18.6 17.2 13.1 11 3.5
0.7 -3.2 2 1.3 7.5
14.6 16.7 17.3 16.2 12.2
7.9 2.9 -5 -8.6 2.8
0 8.4 14.4 18.2 18.3
18.2 12.2 7.9 4.5 0.9
-0.8 -0.3 3.4 10.3 10.6
16.1 17.8 17.7 12.6 11.8
1.7 0.2 2.6 0.9 0.3
4.3 14.7 18.6 20.5 19.4
14.7 8.8 5.2 4 1.2
-1.9 -3.3 4.4 12.4 17.2
19.1 17.6 13.6 9.8 1.6
-5.1 -1.5 -1.2 2.3 7
14.5 15.4 18.9 16.6 12.9
9.3 0.6 1.6 -3.4 -9
0.9 6 12.1 18.1 18.4
18.2 12.8 12 2.5 -7.1
-0.3 0.5 0 9.9 12.8
17.3 16.5 17 13.2 10.2
-0.2 0.6 -2.3 -1.2 2.1
8.3 12.7 16.9 18.6 19
14.9 11.8 0.7 2 -4
-7.5 0.3 6.6 12.4 19.1
18.6 18 15.2 9.9 -2.4
-1.1 0.6 2.9 5.7 7.5
13.2 17.1 21.1 20.2 13
9.4 3 -3.3 0.8 -2.2
1.2 8.1 14 17.5 16
17.5 14.2 7.3 0.8 -2.4
-6.7 2.7 5 5.4 10.6
18.8 19.7 18.7 13.7 9.1
4.7 -0.5 -3.8 -2.4 5.1
9.3 15.4 16.4 18.3 17.5
14.7 11.1 1.9 -2 2.6
2.5 5.1 7.9 13.9 17.1
16.9 19.9 14.9 11.9 4.8
1.9 -6.3 0 4.8 5.1
9.1 17.7 16.4 15.7 13.9
7.7 2 -5 -0.6 -6.7
-0.5 9.2 17 14.2 21.5
17.3 14.1 8.9 5.4 0.6
2.7 2.8 1.9 10.1 11.1
20.2 17.6 17 17.5 6.3
4.1 1.7 -0.7 3.4 0.7
